X,Y,objectid,id,pavadinimas,gatve,kryptis,atsakingas,savivaldybe,peronas,paviljonas,paviljono_piklausomybe,paviljono_tipas,suolas,siuksliu_deze,svieslente,transporto_balsas,GlobalID
583084.5,6062275.5001,1214,5182,Žvejų st.,Rinktinės g.,iš centro,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux, ,nėra,reikia perkelti,nėra,nėra,4ddc889e-4d03-4d91-9882-5ca0ae74947e
583107.0,6062460.0001,1215,5183,Žvejų st.,Rinktinės g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux, ,nėra,reikia perkelti,nėra,yra - veikia,a664d168-b98a-4b04-97f5-9ac91d12077d
583047.2765,6062848.5903,1216,5184,Rinktinės st.,Rinktinės g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,nėra,,15ce26ca-ed36-4fa3-964a-e154c7b355a2
582919.5,6063502.5001,1217,5185,Herkaus Manto st.,Rinktinės g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,,7f6b3cfd-d3b4-478d-b67b-63489205ddbe
582907.375,6063446.0001,1218,5186,Herkaus Manto st.,Rinktinės g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,yra - veikia,d2b28a29-c2b3-4e8a-b8b8-d2b82571f69c
583092.8625,6063886.7355,1219,5187,Žygio st.,Apkasų g.,iš centro,SĮSP,Vilniaus miesto,yra,nėra,,,nėra,reikia perkelti,nėra,nėra,97674195-29d9-4d1f-a13a-4cb3181a2d84
583031.5625,6062845.5001,1220,5188,Rinktinės st.,Rinktinės g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,nėra,yra - veikia,8007e928-4e28-4433-bc07-7b1d6ddca452
577437.5,6060342.0001,1221,5189,Erfurto st.,Erfurto g.,iš centro,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Standartinis,nėra,yra,nėra,,51bc12e7-964f-4d3c-af70-b2f875a2ec88
581815.3533,6070952.1934,1223,5191,Prašiškės,Molėtų pl.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,yra,yra,nėra,nėra,64366eb6-593e-4ab3-9f56-d91ee6794d7f
588666.4744,6065969.9501,1224,1033,Juodvarnių st.,Pupojų g.,link Dvarčionių,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,yra,nėra,nėra,68e5762e-4600-4de0-bbf5-f1ffa0508e0b
577448.2217,6060445.6168,1225,5193,Erfurto st.,Architektų g.,link Karoliniškių,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Standartinis,nėra,reikia perkelti,nėra,,f475c0d4-e76c-42ba-b659-f9f6dbe1e65e
588527.0317,6065785.7409,1226,1034,Stanislovo Kerbedžio st.,Stanislovo Kerbedžio g.,link Dvarčionių,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,,,yra,yra,nėra,nėra,d6303576-bfe4-4477-a995-4670e4bd5668
588458.4838,6065782.4272,1227,1036,Stanislovo Kerbedžio st.,Stanislovo Kerbedžio g.,link Antakalnio,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,,,yra,reikia perkelti,nėra,nėra,7afafde0-fb34-4ef7-8447-36bc4cfcc5f5
579846.625,6059873.0001,1228,5196,Giraitės st.,Geležinio vilko g.,į Ž.Panerius,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,yra,nėra,dingęs,074afff6-501a-4e22-a09b-f3056177f2b0
579873.030583956,6059845.5106094,1229,5197,Giraitės st.,Geležinio vilko g.,iš Ž.Panerių,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,yra,nėra,yra - veikia,7a7b7b60-70cc-4567-9f9b-ae389e914db5
588286.0122,6065796.2191,1230,1038,Stepono Kairio st., S. Kerbedžio g. ,link Antakalnio,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,,,yra,reikia perkelti,nėra,nėra,74ea65dc-9c88-4c52-aad7-86677e2d4d4c
588209.4006,6065797.9016,1231,1039,Stepono Kairio st., Stanislavo Kerbedžio g.,link Dvarčionių,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,,,yra,yra,nėra,nėra,0833b0b7-f59a-4ee9-925d-7f46660c8ab5
587330.2481,6065248.4398,1232,1040,Moliakalnio st.,Moliakalnio  g.,link Antakalnio,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,reikia perkelti,nėra,nėra,4c0eac8d-0684-49b9-baa1-45563f599bb2
587329.9956,6065229.6583,1233,1042,Moliakalnio st.,Moliakalnio g.,link Dvarčionių,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,,,yra,yra,nėra,nėra,1f2993ae-d276-43d3-8df0-20e15ca65bbb
578776.7151,6059623.45,1234,1658,Šiltnamių žiedas,Šiltnamių g,galinė st.,SĮSP,Vilniaus miesto,yra,nėra,, ,nėra,reikia perkelti,nėra,nėra,d17a9110-a74e-42ef-8238-409b940b3922
581878.7425,6072418.9985,1235,5206,Vanaginės žiedas,Molėtų pl.,galinė st.,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra,yra,Vilniaus r. savivaldybė,"Nestandartinis (fanerInis, kombinuotas, kt)",nėra,reikia perkelti,nėra,nėra,ede17b22-4fe3-451e-b033-4edeb780fdb7
574879.0625,6058790.5001,1236,2926,Gariūnai,Paneriškių g.,link Elektrinės,SĮSP,Vilniaus miesto,nėra,nėra,, ,nėra,reikia perkelti,nėra,nėra,e744786e-3e08-46d6-85db-4c556151cebe
574945.625,6059249.0001,1237,2930,Jočionys,Paneriškių g.,link Gariūnų,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,,,nėra,yra,nėra,nėra,5e07e80f-f1d2-4bb8-bf22-c62390cc0f97
574956.375,6059317.5001,1238,2931,Jočionys,Paneriškių g.,link Lazdynų ,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,, ,nėra,nėra,nėra,nėra,1d5e4689-990e-44fd-8cfd-95ac3be03a1c
574961.125,6059620.5001,1239,2932,Elektrinės st.,Paneriškių g.,link Gariūnų,SĮSP,Vilniaus miesto,nėra,nėra,,,nėra,reikia perkelti,nėra,nėra,5131beb2-c206-4a10-b08e-26d0868bcaf2
584288.75,6066837.0001,1240,3503,Rato st.,Lizdeikos g.,link Antakalnio,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,yra,nėra,nėra,36b7374f-3de8-483a-91f2-0bb6c5776827
584962.375,6065903.5001,1241,1118a,Antakalnio žiedas,Antakalnio g.,iš Antakalnio,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,yra,nėra,nėra,d7dfe90c-548b-4a94-bb61-cb817d5cde00
584977.375,6065950.5001,1242,1118c,Antakalnio žiedas,Antakalnio g.,iš Antakalnio,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Stiklinis,yra,reikia perkelti,nėra,nėra,b350ca91-7631-44d3-ba7f-83acbf1e6ed1
578953.128590376,6068127.5792264,1243,3838,Mykolo Lietuvio st.,Vėtrungių g.,išlaipinimo st.,SĮSP,Vilniaus miesto,yra,nėra,, ,nėra,yra,nėra,nėra,6796fafa-001c-4946-af41-114e45e69835
582628.0,6058148.0001,1244,1523,Vikingų slėnis,Vikingų g.,į abi puses šalia IKEA,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,yra - veikia,946b3c54-cf89-4d23-acc9-68c1e505406a
587615.13,6065571.0701,1245,1043,Pylimėliai,Moliakalnio g.,link Antakalnio,SĮSP,Vilniaus miesto,reikalingas remontas,yra,SĮSP,Standartinis,nėra,yra,nėra,nėra,5e489375-6e95-4aac-b797-6c01285cc55d
587585.97,6065523.4701,1246,1045,Pylimėliai,Moliakalnio g.,link Dvarčionių,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,,,nėra,yra,nėra,nėra,7a16e9d8-0405-44ea-b76c-f2f9d568eb1d
585121.6954,6064593.3932,1247,1136,Vieversių st.,Žolyno g.,į Antakalnį,SĮSP,Vilniaus miesto,yra,nėra,,,yra,yra,nėra,nėra,62f50457-4487-4dc8-9ebd-d50c1f4e1b81
585208.403,6064515.6041,1248,1137,Vieversių st.,Žolyno g.,link N.Vilnios,SĮSP,Vilniaus miesto,yra,nėra,,,yra,yra,nėra,nėra,254ea44e-70f0-4dec-b814-2107cc9c94bc
580792.8083,6075240.7334,1249,5102,Didžioji Riešė,Molėtų g.,link šeškinės,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra,yra,Vilniaus r. savivaldybė,"Nestandartinis (fanerInis, kombinuotas, kt)",nėra,reikia perkelti (seno tipo),nėra,nėra,2e32c0f6-918a-4f35-94a2-8826bccd0276
582893.25,6060168.5001,1250,0530p,Stotis,Geležinkelio g.,į stoti,SĮSP,Vilniaus miesto,yra,nėra,, ,nėra,yra,nėra,nėra,37b82bef-477c-4370-9d18-139d91118e87
586768.452444386,6074819.8424212,1251,2227,Naujaneriai,Europos parko g.,link Skirgiškių,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,yra,nėra,nėra,967d5ecf-4aae-49af-a271-60d53c90b12d
586930.4873,6075642.4598,1252,2246,Juozapiškės,Europos parko g.,link Skirgiškių,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,,,yra,yra,nėra,nėra,ac3cfd5d-e332-4fc9-8e1f-e0dbe08781b0
586965.649,6075368.3311,1253,2247,Juozapiškės,Europos parko g.,į miestą,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,reikia perkelti,nėra,nėra,a6e08063-5f95-4301-a2e3-f43af6006227
586203.6632,6074676.4337,1254,2264,Krakiškių sodai,Sakališkių g.,iš miesto,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,,,nėra,reikia perkelti,nėra,nėra,9ec2395f-c2fc-4b8b-bd7e-7b9ae90da9df
574979.875,6059651.0001,1255,2944,Elektrinės st.,Paneriškių g.,link Lazdynų,SĮSP,Vilniaus miesto,nėra,nėra,, ,nėra,yra,nėra,nėra,95db162b-d4d1-4927-a6a9-ef984c64501b
577523.0,6064266.0001,1256,3404,Sidaronių st.,Sidaronių g.,iš centro,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,yra,nėra,nėra,6cc8f6d3-77e9-4b2d-9646-46f0d940a567
577563.0,6064171.0001,1257,3405,Sidaronių st.,Sidaronių g.,į miestą,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,yra,nėra,yra - veikia,9468580e-77fa-471e-b309-59a11aec61cc
586114.831,6055920.9651,1258,4359,Ramunių st.,Baltarusių g.,į miestą,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra,yra,Vilniaus r. savivaldybė,"Nestandartinis (fanerInis, kombinuotas, kt)",nėra,nėra,nėra,nėra,98982734-b2bc-4ab3-83cc-8355cd404c52
582879.4375,6060120.0001,1259,0530a,Stotis,Geležinkelio g.,iš stoties,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,JCDecaux-dvigubas,nėra,yra,yra,yra - neveikia,d6444de0-8a7b-4b05-831b-34ce4ddec4a6
582773.75,6060166.5001,1260,0530f,Stotis,Stoties g.,iš stoties,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Standartinis,nėra,reikia perkelti,nėra,yra - veikia,07b4903d-9177-44a5-9dab-9e4a46ed3262
582833.5,6060160.0001,1261,0530c,Stotis,Geležinkelio g.,iš stoties,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,JCDecaux-dvigubas,nėra,yra,nėra,yra - veikia,0a870a41-d73b-4640-b610-4d0c56a5ff2e
582772.375,6060202.0001,1262,0530e,Stotis,Stoties g.,iš stoties,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,reikia perkelti,yra,yra - neveikia,4ba5535b-663f-420d-90ea-31768775ef02
582773.25,6060124.0001,1263,0530h,Stotis,Geležinkelio g.,į stotį,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Standartinis,yra,yra,yra,yra - veikia,7fa8765c-bb2c-4d32-a8a1-e51e4efc388f
589007.3276,6064263.8268,1264,2296,Žilvičių st.,Rokantiškių g.,iš Antakalnio ,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,, ,yra,reikia perkelti,nėra,nėra,6bcb3d2b-af06-432b-8c45-4157805df241
588982.9497,6064257.7808,1265,2297,Žilvičių st.,Rokantiškių g.,link Antakalnio ,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,, ,yra,yra,nėra,nėra,a3be4c8a-9fe9-4aba-934c-d32f8aa232cd
586246.19,6072194.2118,1266,2265,Žaliojo Visalaukio st.,Žaliųjų Ežerų g.,iš miesto,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Stiklinis,nėra,reikia perkelti,nėra,nėra,6ea36ba4-ebbb-4ace-9b85-c1585f149e0c
586232.0,6072197.0001,1267,2267,Žaliojo Visalaukio st.,Žaliųjų Ežerų g.,į miestą,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Stiklinis,nėra,reikia perkelti,nėra,nėra,756c56da-7e38-4370-aa1b-21ad9d88168b
587434.13,6064611.4701,1268,1047,Sapieginės miškas,Viršupio g.,link Rokantiškių,SĮSP,Vilniaus miesto,yra,nėra,,,yra,reikia perkelti,nėra,nėra,0ea0a104-c039-44cc-ac7f-77f579c43540
587490.55,6064556.7301,1269,1048,Sapieginės miškas,Viršupio g.,link Mileišiškių g.,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,reikia perkelti,nėra,nėra,9d7a2b7d-5491-4341-b16f-b7a3134f9720
578567.837,6067665.3111,1270,3309,Perkūnkiemis,Perkūnkiemio g.,link Ukmergės g,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,yra,nėra,dingęs,63933be2-b41c-44e3-b2ff-0e204f9c32d1
581586.1686,6062633.6583,1271,0227,Gynėjų st.,Lukiškių,link Gynėjų g,SĮSP,Vilniaus miesto,yra,nėra,,,yra,,nėra,nėra,523db1c8-5afa-4856-aee9-8501adbfe4c1
570528.274,6059862.9215,1272,4107,Kunigiškių st.,Kovo 11-osios g.,Į Vilnių,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,yra,nėra,dingęs,551eb662-8b60-4d01-9f44-1c34d3c4b625
570707.7649,6059780.2236,1273,4119,Šviesos st.,Kovo 11-osios g.,į Vilnių,SĮSP,Vilniaus miesto,reikalingas remontas,yra,SĮSP,Standartinis,yra,yra,nėra,dingęs,05f778b1-b0d5-45a4-af17-d3024867fee2
571222.015,6059687.0541,1274,4120,Salos,Afindevičių g.,į Vilnių,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,yra,nėra,dingęs,6d2eda70-3c6b-4de2-8605-8923b739a63d
583317.331,6074936.2838,1275,5149,Didieji Gulbinai,Medikiškių g.,galinė,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,reikia perkelti,nėra,nėra,db30c8bf-1035-4181-8fc3-54eb02b17727
578700.51,6065676.3101,1276,3203,Taikos st.,Taikos g.,link Laisvės pr.,SĮSP,Vilniaus miesto,reikalingas remontas,yra,SĮSP,Standartinis,yra,reikia perkelti,nėra,dingęs,1cec6be6-1645-46eb-b616-3da125a57bfc
577572.6458,6063560.0698,1277,3602,Pilaitė,Pilaitės pr.,į pilaitę,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Stiklinis,nėra,yra,nėra,yra - neveikia,adce70ef-d9e7-472b-a4f0-81908af6d8f9
577681.9108,6063394.1489,1278,3634,Pilaitė,Pilaitės pr.,į centrą ,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,yra,nėra,dingęs,09badafd-8834-42be-bb8a-0736440c89be
571714.7574,6059698.6185,1279,4106,Neravų st.,Sniegenų g.,iš miesto,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,yra,nėra,nėra,7359c1d8-50b4-48ec-ba3d-811d55911ceb
578698.9761,6067945.0174,1280,3318,Pavilionys,Perkūnkiemio g.,iš Ukmergės g.,SĮSP,Vilniaus miesto,yra,nėra,, ,nėra,yra,nėra,nėra,d9dbd55f-281c-4de6-bb96-5552001ce8f4
571583.0521,6056581.6811,1281,3917,Jono Švažo st.,Jono Švažo g.,link Gurelių,SĮSP,Vilniaus miesto,yra,nėra, , ,yra,yra,nėra,nėra,c6230328-6a40-4681-9e7c-dfcf1c02113d
571770.063570477,6057299.36604229,1282,3915,Gureliai,Juliaus Janonio g.,link centro ,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,yra,nėra,nėra,6e55fd64-577d-48e6-8cb1-e2b858da8d93
571755.6534,6057275.5831,1283,3914,Gureliai,Juliaus Janonio g.,link Gurelių,SĮSP,Vilniaus miesto,yra,nėra, , ,yra,yra,nėra,nėra,86c29687-6d15-4417-a8da-c155dc955977
571708.0007,6056136.737,1284,3920,Kaimynų st.,Jono Švažo g.,galinė stotelė,SĮSP,Vilniaus miesto,reikalingas remontas,nėra, , ,yra,reikia perkelti,nėra,nėra,a29a1176-5e54-4ffd-b0b5-43bef4e58309
573569.1124,6055041.931,1285,2802a,Fermentų st.,V. A. Graičiūno,Žemieji Paneriai,SĮSP,Vilniaus miesto,nėra,nėra,, ,yra,yra,nėra,nėra,58577486-24a3-4e1d-bc82-e8dcd3ca01be
589598.3357,6064319.066,1286,1049,Duburio st.,Rokantiškių g.,link Naujosios Vilnios,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,yra,reikia perkelti,nėra,nėra,148712aa-369e-4997-b9ae-61caea1a0051
586963.6053,6077390.7398,1287,2248,Europos parkas, Europos parko g. , abiem kryptimis,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra,nėra,,,nėra,nėra,nėra,nėra,e0972451-01fe-4478-8528-7742d2b33fc6
581729.9028,6075039.2995,1288,5122,Alyvų st.,Riešės g.,Riešė,LAKD,Vilniaus rajono,yra,yra,Vilniaus r. savivaldybė,Stiklinis,nėra,yra,nėra,nėra,f8ff897d-8fb5-4bf0-b773-458133ea4257
582417.347382737,6075339.30085222,1289,5148,Kalinas,Kalino g.,Didieji Gulbinai,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra,nėra,, ,yra,yra,nėra,nėra,da6b12a3-8b7d-4182-b1bf-57704aa68d60
582384.2259,6075363.0451,1290,5150,Kalinas,Kalino g.,Riešė,LAKD,Vilniaus rajono,yra,yra,,Stiklinis,nėra,yra,nėra,nėra,95ec0e9d-d6ac-4037-a0d5-b4b2629f0cc3
583115.6837,6060506.9391,1291,0440,Aušros vartai,Bazilijonų g.,į centrą,SĮSP,Vilniaus miesto,yra,nėra,, ,nėra,yra,nėra,dingęs,7076340f-6d39-450a-a48f-552973ca4e99
578517.268009261,6067600.1866483,1292,3317,Perkūnkiemis,Perkūnkiemio g.,nuo Ukmergės g.,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,reikia perkelti,nėra,dingęs,c1035436-89b7-4418-99a5-f39f7458adb6
571513.8427,6056529.1281,1293,3918,Jono Švažo st.,Jono Švažo g.,į miestą,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,yra,nėra,nėra,2779ba1b-735e-4552-a4f6-161470e48f0f
587225.7099,6072157.6697,1294,2268,Laimos st.,Ragučio g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,reikia perkelti,nėra,nėra,8fc676df-e5ab-421c-95f1-80b6c54c28ba
587253.2266,6072151.3197,1295,2269,Laimos st.,Ragučio g.,į Balsius,SĮSP,Vilniaus miesto,yra,nėra,,,yra,yra,nėra,nėra,0aa485f5-c64d-436a-b2a1-984af7954a64
583484.8964,6065720.407,1296,5177,Autobusų parkas,Verkių g.,iš parko,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Stiklinis,yra,yra,nėra,nėra,f30ae16a-b63a-4211-bd19-30ce60a4d3ec
569791.0718,6060205.5751,1297,0000,Grigiškių žiedas,Lentvario g.,galinė st. išlaipinimas,SĮSP,Vilniaus miesto,nėra,nėra,, ,nėra,yra,nėra,nėra,d0b58a19-f78e-41f9-bc0f-9391a0189c8b
577574.2318,6057027.0363,1298,2418,Valkininkų st., Titnago g.,transporto žiedas,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,yra,nėra,nėra,2913cb5f-4760-4084-b391-0fb46a01c26a
583813.12,6064619.0501,1299,0929,Povilo Lukšio st., P. Lukšio g., Galinė,SĮSP,Vilniaus miesto,yra,nėra,, ,nėra,yra,nėra,nėra,2dbbb3ad-8b1a-4924-a9e9-b20aaef81c9f
574403.336,6053663.8812,1300,2825,Vilniaus Pergalė,V.A Graičiūno g.,Link Vaidotų,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,, ,nėra,yra,nėra,nėra,d99063c0-ced4-4f20-b9ed-4585049abad6
582327.869360986,6065006.9903389,1301,0825,Ozo žiedas, Ozo g., Link Kalvarijų g.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,nėra,cabb9362-7bac-4466-97da-90e6f0f0aff8
583438.8421,6065879.8642,1303,0831,Autobusų parkas Išlaipinimas,Verkių g., galinė stotelė,SĮSP,Vilniaus miesto,nėra,nėra,, ,nėra,yra,nėra,nėra,5feb4ca7-fcfc-4b01-9566-ddb7a28201a1
591036.9861,6062508.6892,1304,4606,Gerovės st.,Gerovės g.,link Pergalės g.,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,reikia perkelti,nėra,nėra,b74ee8e9-7baa-43fc-93cd-2f1e162e4530
591073.7678,6062495.7523,1305,4615,Gerovės st.,Gerovės g.,link Linksmosios g.,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,, ,nėra,reikia perkelti,nėra,nėra,6eac3c1e-5869-47ec-a99c-9df2a74ecb5c
591446.9247,6062494.9065,1306,4613,Žvirblių st.,Gerovės g.,link Linksmosios g.,SĮSP,Vilniaus miesto,reikalingas remontas,yra,SĮSP,Standartinis,nėra,reikia perkelti,nėra,nėra,f987e4de-6437-4c10-9a48-9a9bb2014cee
591477.2537,6062509.6782,1307,4612,Žvirblių st.,Gerovės g.,link Pergalės g.,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,yra,reikia perkelti,nėra,nėra,4d35cff3-9c80-4878-ab9e-8fe6df6cb8cc
591980.3287,6062486.428,1308,4610,Karklėnų st.,Gerovės g.,link Linksmosios g.,SĮSP,Vilniaus miesto,reikalingas remontas,yra,SĮSP,Standartinis,nėra,reikia perkelti,nėra,nėra,ddffd432-8147-4439-922a-7f99ba035a39
591997.0546,6062491.4084,1309,4608,Karklėnų st.,Gerovės g.,link Pergalės g.,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,reikia perkelti,nėra,nėra,0e3f84c0-f454-4ca7-aa2f-c6bd368cca2d
592299.822286691,6062472.85815076,1310,4605,Rytų st.,Gerovės g.,link Pergalės g.,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,reikia perkelti,nėra,nėra,a9571872-6383-4769-a1ea-1260015585e9
591287.3362,6059449.0894,1311,5227,Grigaičių žiedas,Pergalės g.,Link Šumsko pl.,LAKD,Vilniaus rajono,yra,nėra,, ,yra,yra,nėra,nėra,ee11ebc7-04f1-4ebc-bd53-9936a2e3544c
590901.6787,6058401.1256,1312,5225,Naujosios Vilnios sankryža,Šumsko pl.,link Gurių,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra,nėra,, ,yra,yra,nėra,nėra,2d1e5f7f-63af-4510-85df-ff6f221b9a19
590919.6552,6058256.0334,1313,5230,Naujosios Vilnios sankryža,Filaretų g.,link Rudaminos,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra, ,, ,yra,reikia perkelti,nėra,,0dfc174c-2d53-459b-8865-80919456fb56
589971.4019,6058744.0263,1314,5224,Slėnis,Šumsko pl.,link Grigaičių,LAKD,Vilniaus rajono,reikalingas remontas,nėra,, ,yra,nėra,nėra,nėra,030927ad-d4f2-46c3-a60c-b81e0fa2aaf7
589893.2438,6058785.1426,1315,5223,Slėnis,Šumsko pl.,link Gurių,LAKD,Vilniaus rajono,reikalingas remontas,nėra,, ,yra,nėra,nėra,nėra,ea548a96-afe9-41ee-b0d7-f9aef2dbf06d
588658.0076,6058785.3014,1316,5219,9-asis kilometras,Juodasis kel.,link Gurių,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,, ,yra,yra (seno tipo),nėra,nėra,0db68b1a-d0a7-4aac-9350-08791001e43f
588767.8099,6058761.9122,1317,5221,9-asis kilometras,Juodasis kel.,link Grigaičių,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,, ,yra,nėra,nėra,nėra,fd6266d3-d472-4219-9370-66821c6a8d22
590780.6573,6057744.8181,1318,5226,2-asis Didžiasalis,Filaretų g.,link Naujosios Vilnios,LAKD,Vilniaus rajono,yra,nėra,,,yra,yra (seno tipo),nėra,nėra,37469f2e-486a-42cf-a3d0-3783e90db95c
590754.4106,6057716.6664,1319,5228,2-asis Didžiasalis,Filaretų g.,link Minsko pl.,LAKD,Vilniaus rajono,yra,nėra,, ,yra,reikia perkelti (seno tipo),nėra,nėra,9a7b94e2-1734-422b-bb4c-7d994d1d5110
590450.6683,6056838.0364,1320,5232,1-asis Didžiasalis,Filaretų g.,link Naujosios Vilnios,LAKD,Vilniaus rajono,yra,nėra,, ,yra,yra (seno tipo),nėra,nėra,204c39e0-7a00-4fe0-88c4-b9c5a2d99a61
590374.2565,6056690.081,1321,5231,1-asis Didžiasalis,Filaretų g.,link Minsko pl.,LAKD,Vilniaus rajono,yra,nėra,, ,yra,reikia perkelti (seno tipo),nėra,nėra,748efa00-f260-4523-9302-3b9db496f121
584867.5632,6067042.5615,1322,3571,Grybautojų st.,Valakupių g.,iš Antakalnio,SĮSP,Vilniaus miesto,nėra,nėra,, ,nėra,yra,nėra,nėra,3c810793-469e-4b63-b4fc-4494fc6e67fd
584329.3035,6066821.4426,1323,3565,Rato st.,Lizdeikos g.,iš Antakalnio,SĮSP,Vilniaus miesto,reikalingas remontas,nėra,, ,nėra,yra,nėra,nėra,05a328ad-4fa3-4ae6-94bb-fad6bc4e9179
583602.7758,6067030.1777,1324,3500,1-asis paplūdimys,Vaidilutės g.,iš Antakalnio,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,reikia perkelti,nėra,nėra,c9204bf3-d492-42a7-8a87-5e605e0f111d
583353.0,6067510.0001,1325,3566,Vaidilutės st.,Vaidilutės st.,iš Antakalnio,SĮSP,Vilniaus miesto,nėra,nėra,, ,nėra,yra,nėra,nėra,5a8f248c-5d9b-459c-b85b-390d8569e6a1
583360.920569523,6068003.2650639,1326,3567,2-asis paplūdimys,Vaidilutės g.,iš Antakalnio,SĮSP,Vilniaus miesto,nėra,nėra,, ,nėra,yra,nėra,nėra,0bd38d35-1715-42e0-b1c3-b0311b4994a2
583977.3681,6068211.0513,1327,3568,Bruknių st.,Svajonių g.,iš Paplūdimio ,SĮSP,Vilniaus miesto,yra,nėra,, ,nėra,reikia perkelti,nėra,nėra,37f690e8-e5c8-4fbe-b9e6-8dac3be2c8f8
584543.0,6067972.0001,1328,3569,Svajonių st.,Svajonių g.,iš Antakalnio,SĮSP,Vilniaus miesto,nėra,nėra,, ,nėra,nėra,nėra,nėra,4de90db8-58cf-410b-beb6-14c7fbd54036
